NNN	0.5	0	0.008928571428571428	0.7272727272727273
NNN	0.5	0	0.03571428571428571	0.5454545454545454
VVMVF	0.5	0	0.05357142857142857	0.8636363636363636
NNN	0.5	0	0.0625	0.4090909090909091
NNN	0.25	0	0.07142857142857142	0.6363636363636364
NNN	0.5	0	0.08035714285714286	0.3181818181818182
NNN	0.25	0	0.08928571428571429	0.18181818181818182
NNN	0.25	0	0.10714285714285714	0.7272727272727273
NNN	0.5	1	0.125	0.4090909090909091
VVMVF	0.25	1	0.15178571428571427	0.45454545454545453
NNN	0.25	0	0.17857142857142858	0.36363636363636365
VVMVF	0.25	0	0.1875	0.7727272727272727
NNN	0.5	0	0.19642857142857142	0.3181818181818182
VVMVNF	0.25	0	0.21428571428571427	0.6818181818181818
NNN	0.25	0	0.23214285714285715	0.36363636363636365
NNNP	0.25	0	0.25	0.5
VVMVF	0.25	0	0.25892857142857145	0.7272727272727273
NNN	0.25	0	0.3392857142857143	0.4090909090909091
NNN	1.0	0	0.35714285714285715	0.5454545454545454
VVMVF	0.25	0	0.36607142857142855	0.6363636363636364
VVMVNF	0.25	0	0.0	0.2727272727272727
NNN	0.25	0	0.38392857142857145	0.22727272727272727
NNN	0.25	0	0.39285714285714285	0.8636363636363636
NNNP	0.25	0	0.4017857142857143	0.4090909090909091
NNN	0.25	0	0.41964285714285715	0.6363636363636364
NNN	0.25	0	0.42857142857142855	0.45454545454545453
NNN	0.25	0	0.4375	0.7272727272727273
VVMVF	0.25	0	0.44642857142857145	0.8181818181818182
NNNP	0.25	0	0.45535714285714285	0.045454545454545456
NNN	0.25	0	0.4642857142857143	0.45454545454545453
VVMVNF	0.25	0	0.49107142857142855	0.5
NNN	0.5	0	0.5	0.2727272727272727
NNN	0.5	1	0.13392857142857142	0.36363636363636365
NNN	0.25	0	0.5178571428571429	0.5
VVMVF	0.25	0	0.5267857142857143	0.7727272727272727
NNN	0.25	0	0.5357142857142857	0.2727272727272727
NNN	0.25	0	0.5446428571428571	0.3181818181818182
NNN	0.25	0	0.5535714285714286	0.3181818181818182
NNN	0.25	0	0.5714285714285714	0.4090909090909091
NNN	0.25	0	0.6160714285714286	0.4090909090909091
VVMVNF	0.25	0	0.6339285714285714	0.36363636363636365
VVMVNF	0.25	0	0.6428571428571429	0.5909090909090909
NNN	0.25	0	0.6607142857142857	0.5
NNST	0.25	0	0.6696428571428571	0.36363636363636365
NNN	0.25	0	0.6785714285714286	0.4090909090909091
NNN	0.25	0	0.6875	0.18181818181818182
VVMVF	0.25	0	0.6964285714285714	0.9090909090909091
NNNP	0.25	0	0.7053571428571429	0.2727272727272727
NNN	0.25	0	0.7142857142857143	0.2727272727272727
NNNP	0.25	0	0.7232142857142857	0.5909090909090909
NNN	0.25	0	0.7321428571428571	0.2727272727272727
NNN	0.25	0	0.7410714285714286	0.36363636363636365
VVMVNF	0.25	0	0.75	0.3181818181818182
VVMVNF	0.25	0	0.7589285714285714	0.7272727272727273
NNN	0.25	0	0.7946428571428571	0.36363636363636365
VVMVNF	0.25	0	0.8035714285714286	0.5
NNN	0.25	0	0.8214285714285714	0.5
VVMVF	0.25	0	0.8303571428571429	0.5909090909090909
NNNP	0.25	0	0.8392857142857143	0.45454545454545453
NNN	0.25	0	0.8482142857142857	0.5
NNN	0.25	0	0.875	0.13636363636363635
VVMVF	0.25	0	0.8839285714285714	0.45454545454545453
NNNP	0.25	0	0.9017857142857143	0.09090909090909091
NNNP	0.25	0	0.9107142857142857	0.4090909090909091
NNN	0.25	0	0.9285714285714286	0.5454545454545454
VVMVNF	0.25	0	0.9375	0.7272727272727273
NNN	0.25	0	0.9464285714285714	0.5454545454545454
VVMVF	0.25	0	0.9553571428571429	1.0
NNN	0.25	0	0.9642857142857143	0.3181818181818182
NNN	0.25	0	0.9732142857142857	0.5
NNN	0.25	0	0.9821428571428571	0.5
VVMVF	0.25	0	0.9910714285714286	0.8181818181818182
