NNNP	0.3333333333333333	0	0.0	0.48148148148148145	B_K
NNNP	0.3333333333333333	0	0.01282051282051282	0.07407407407407407	B_K
NNNP	0.3333333333333333	0	0.02564102564102564	0.1111111111111111	B_K
NNNP	0.3333333333333333	0	0.038461538461538464	0.48148148148148145	B_K
VVMVNF	0.3333333333333333	0	0.05128205128205128	1.0	N_K
NNN	0.3333333333333333	0	0.07692307692307693	0.4444444444444444	N_K
NNN	0.6666666666666666	0	0.08974358974358974	0.25925925925925924	B_K
VVMVNF	0.6666666666666666	0	0.10256410256410256	0.14814814814814814	N_K
NNNP	1.0	1	0.11538461538461539	0.2962962962962963	B_K
NNN	1.0	1	0.1282051282051282	0.4074074074074074	B_K
VVMVNF	0.6666666666666666	0	0.14102564102564102	0.48148148148148145	N_K
NNN	0.3333333333333333	0	0.15384615384615385	0.5185185185185185	N_K
VVMVF	0.3333333333333333	0	0.16666666666666666	0.4444444444444444	N_K
NNN	0.3333333333333333	0	0.1794871794871795	0.2962962962962963	N_K
NNN	0.3333333333333333	0	0.20512820512820512	0.2962962962962963	N_K
NNN	0.3333333333333333	0	0.23076923076923078	0.2962962962962963	B_K
NNN	0.3333333333333333	0	0.24358974358974358	0.5925925925925926	B_K
NNN	0.3333333333333333	1	0.2692307692307692	0.14814814814814814	B_K
NNN	0.3333333333333333	1	0.28205128205128205	0.4074074074074074	B_K
NNN	0.3333333333333333	0	0.32051282051282054	0.4444444444444444	N_K
VVMVNF	0.3333333333333333	0	0.3333333333333333	0.3333333333333333	N_K
VVAUX	0.3333333333333333	0	0.34615384615384615	0.48148148148148145	N_K
NNN	0.3333333333333333	0	0.38461538461538464	0.3333333333333333	N_K
VVAUX	1.0	0	0.41025641025641024	0.18518518518518517	N_K
NNN	0.3333333333333333	0	0.44871794871794873	0.4444444444444444	N_K
NNN	0.3333333333333333	0	0.46153846153846156	0.4444444444444444	N_K
VVMVNF	0.3333333333333333	0	0.47435897435897434	0.4444444444444444	N_K
NNN	0.3333333333333333	0	0.5	0.6666666666666666	N_K
NNN	0.3333333333333333	0	0.5256410256410257	0.3333333333333333	N_K
VVAUX	0.3333333333333333	0	0.5384615384615384	0.5925925925925926	N_K
NNN	0.3333333333333333	0	0.5512820512820513	0.18518518518518517	N_K
VVMVNF	0.3333333333333333	0	0.5769230769230769	0.4444444444444444	N_K
VVMVNF	0.3333333333333333	0	0.6153846153846154	0.37037037037037035	N_K
NNN	0.3333333333333333	0	0.6538461538461539	0.37037037037037035	N_K
VVAUX	0.3333333333333333	0	0.6666666666666666	0.2962962962962963	N_K
NNN	0.3333333333333333	0	0.6794871794871795	0.37037037037037035	N_K
NNN	0.3333333333333333	0	0.6923076923076923	0.14814814814814814	N_K
NNN	0.3333333333333333	0	0.7051282051282052	0.2222222222222222	B_K
VVMVNF	0.3333333333333333	0	0.717948717948718	0.2962962962962963	N_K
NNN	0.3333333333333333	0	0.782051282051282	0.4444444444444444	B_K
NNN	0.3333333333333333	0	0.7948717948717948	0.2222222222222222	B_K
NNN	0.3333333333333333	0	0.8076923076923077	0.18518518518518517	N_K
NNST	0.3333333333333333	0	0.8333333333333334	0.14814814814814814	N_K
VVMVNF	0.3333333333333333	0	0.8589743589743589	0.6296296296296297	N_K
VVMVNF	0.3333333333333333	0	0.8717948717948718	0.3333333333333333	N_K
VVMVNF	0.3333333333333333	0	0.8846153846153846	0.4444444444444444	N_K
VVMVNF	0.3333333333333333	0	0.8974358974358975	0.5925925925925926	N_K
VVMVNF	0.3333333333333333	0	0.9102564102564102	0.2222222222222222	N_K
VVAUX	0.3333333333333333	0	0.9358974358974359	0.5555555555555556	N_K
NNN	0.3333333333333333	0	0.9487179487179487	0.3333333333333333	N_K
NNN	0.3333333333333333	0	0.9743589743589743	0.2962962962962963	N_K
VVMVNF	0.3333333333333333	0	0.9871794871794872	0.2962962962962963	N_K

